# Identificador    RA          DE         Plx     
  5232050   80.83550572562   8.63123243078   0.237   
  5232278   80.84494091078   8.66241320729   0.1646  
  5232340   80.84757387217   8.64266308523   0.3152  
  5233405   80.89191213012   8.22830862871   0.7436  
  5233211   80.88379988188   8.1610828268    0.7727  
  5233362   80.8901359923    8.6663957229    0.5634  
  5233323   80.88852581401   8.63682741597   0.758   
  5233242   80.88516607064   8.6380545446    0.3324  
  5223425   80.64271583143   8.14738852659   0.5802  
  5223378   80.64079210661   8.68836952597   0.6516  
  5223697   80.65413762603   8.71989718731   5.263   
  5224028   80.66789022813   8.70690016303   0.8759  
  5225943   80.74764764717   8.69182421789   0.4537  
  5231487   80.81198574006   8.71328478732   0.6925  
  5230537   80.77241805023   8.73820693178   0.7922  
  5231223   80.80096156902   8.72556497434   1.2439  
  5230840   80.78504663628   8.70085652068   0.3975  
  5232415   80.85062765354   8.68929293457   0.1572  
  5232574   80.85726160442   8.72322907976   0.1019  
  5233671   80.90302867211   8.68801005935   0.3987  
  5233096   80.87906793457   8.73159779098   0.4946  
  5231578   80.8157647637    8.76799554565   2.4191  
  5233361   80.89027486769   8.81126380316   1.2902  
  5224152   80.67298153777   8.22458856101   2.5284  
  5223213   80.63395206746   8.81637144635   0.2285  
  5225606   80.73359321484   8.02440525565   1.2296  
  5225734   80.73894933226   8.84195763282   0.9537  
  5225646   80.7353077696    8.85884367039   0.4359  
  5224566   80.69016177315   8.83437439057   0.1266  
  5231298   80.80417344921   8.85403773823   0.5728  
  5232221   80.84259362009   8.83098923939   0.4768  
  5231583   80.81595687398   8.45195564755   0.3448  
  5231718   80.82166740064   8.81676469987   0.5987  
  5203673   80.15310253988   8.29060370567   0.8469  
  5203138   80.13078672484   8.30334756106   0.3659  
  5205068   80.21119159463   8.18403973903   0.5867  
  5205644   80.23525430381   8.29218085919   1.0468  
  5210409   80.26708693264   8.21269970433   0.6385  
  5200692   80.02888569762   8.26239206765   0.5529  
  5201409   80.05873264      8.36371690067   0.9056  
  5202226   80.09279771955   8.37193216487   0.9424  
  5202933   80.12223181289   8.05827031683   1.8615  
  5203839   80.16005278242   8.3653703882    0.7063  
  5205493   80.22886914021   8.15632007487   2.3445  
  5211370   80.30719505567   8.27165715291   0.3859  
  5201837   80.07661029251   8.38268350542   0.831   
  5202570   80.10711996212   8.38863281853   0.3378  
  5202242   80.09344998371   8.41769810678   0.3357  
  5205884   80.24521370205   8.42121658027   0.2353  
  5210520   80.27175434773   8.1458429629    1.7564  
  5201164   80.04856973912   8.47536494589   0.861   
  5202629   80.10956451644   8.47454500815   0.8765  
  5201506   80.06275999956   8.00211854635   1.9672  
  5204011   80.1671433835    8.48758315413   0.0415  
  5205488   80.22873276792   8.43846326535   0.8854  
  5204623   80.19278615473   8.47164844234   0.4574  
  5205040   80.21011995369   7.8795177502    4.19    
  5210677   80.27825469841   8.46899721059   0.6787  
  5210078   80.25335180115   8.44985253921   1.3643  
  5203224   80.13430023018   8.52237697946   0.4514  
  5210928   80.28887970426   8.53892141691   4.8676  
  5211051   80.29384650548   8.51784179338   0.7743  
  5210975   80.2906681177    8.53459919999   0.8415  
  5210156   80.25655173871   8.51889953013   1.0533  
  5211886   80.32869429169   7.78601599399   2.8088  
  5200843   80.0351305366    8.61978300067   0.39    
  5204238   80.17662482752   8.60157333965   0.2846  
  5204491   80.18713417583   8.60934736419   0.0153  
  5204964   80.2068751536    8.61217376799   2.2582  
  5210273   80.26137450357   8.60543791659   0.7479  
  5202607   80.10867359514   8.67553072427   0.4036  
  5202260   80.09419922679   8.68715426679   0.1472  
  5203851   80.16049568771   8.19579018993   2.2143  
  5203100   80.1291925912    8.66057087909   1.3339  
  5203390   80.14135737398   8.63569154717   0.392   
  5210375   80.26568493641   8.68189009829   0.5061  
  5210855   80.28569417807   7.52246658208   1.4548  
  5210137   80.25575283516   8.62549013693   0.1723  
  5200694   80.02892373697   8.7486280448    0.4482  
  5201092   80.0455684151    8.72019420973   0.0992  
  5201879   80.07834035798   8.11532613675   0.3527  
  5201808   80.07534512447   8.70167521771   1.138   
  5201658   80.06911122575   7.76165897473   0.2449  
  5203056   80.12738904761   8.69290251677   0.1173  
  5205285   80.22022624404   8.7251159949    0.8604  
  5205739   80.23916557618   8.24775829017   0.2118  
  5210326   80.26364447634   7.51163764347   1.0744  
  5210637   80.27652562404   8.50045370899   0.267   
  5201047   80.04362758288   8.76640419501   0.5524  
  5202699   80.11252263897   8.79747980948   0.0902  
  5201954   80.08149551755   8.79184750073   0.1834  
  5205614   80.23395474549   8.77055911508   0.1499  
  5204501   80.18758400987   8.78697259481   0.858   
  5211159   80.29831993303   8.10631925088   0.4769  
  5211201   80.30006895617   8.76228515274   0.64    
  5210790   80.28296638812   8.80761797782   0.3812  
  5210101   80.25427520827   8.7904236024    0.7109  
  5211344   80.30602375575   8.77507179871   0.369   
  5205712   80.23800727819   8.82078771033   0.7927  
  5211065   80.29445909476   8.82183158478   0.3049  
  5202868   80.11951498732   7.99980108888   0.1742  
  5210703   80.27939389804   7.99752284565   2.0471  
  5202298   80.09579421286   8.04722511031   0.5581  
  5202751   80.11465233211   7.94415198833   2.8082  
  5204103   80.17097487409   8.02422504395   0.5984  
  5201447   80.06036114321   8.08000824259   0.8133  
  5202779   80.11590569337   8.06386405548   0.7026  
  5202373   80.09892696776   8.06269695958   0.2255  
  5203942   80.16432769537   8.08914103795   1.6732  
  5203672   80.15294416273   8.17259004437   0.035   
  5205606   80.23363307021   8.18197947343   0.6622  
  5204628   80.19293388776   8.16529282684   0.1631  
  5211468   80.31123950078   8.16334640278   0.1955  
  5210841   80.28508942942   8.18670527146   1.5847  
  5210004   80.25023778158   8.13903002714   1.2409  
  5201398   80.05831645491   8.19605085464   0.9682  
  5202454   80.10220936633   8.22146637422   1.745   
  5203865   80.16109418393   8.23890337514   0.243   
  5204183   80.17436964465   8.23753311353   0.7999  
  5204031   80.16799538483   8.22758779478   0.718   
  5205132   80.21388814052   8.23752116726   0.3184  
  5205270   80.21963233012   8.20462142262   0.2757  
  5210646   80.27700629399   8.23605771317   0.7613  
  5210799   80.28333940083   8.24408515475   0.1892  
  5210014   80.25063865662   8.24218589788   0.7669  
  5202495   80.10397134651   8.26147921288   0.4142  
  5204117   80.17158488126   7.65540032233   0.4174  
  5204531   80.18883643892   8.26675856373   0.699   
  5205958   80.24832080838   7.83499344278   0.366   
  5204823   80.20102671234   8.26084474548   0.3565  
  5211176   80.29905070705   8.25214788969   0.2316  
  5211872   80.32803950114   8.10410941097   0.796   
  5213680   80.4033805212    8.07878530925   0.4705  
  5215450   80.47713362875   8.0781701567    0.6693  
  5214632   80.44302565654   8.11961688234   1.0241  
  5220245   80.51025168531   8.11229704531   0.3682  
  5222220   80.59254289144   8.07160585302   1.6055  
  5222803   80.61688405994   7.93596147452   0.9366  
  5212585   80.35773788299   8.15589694211   0.4447  
  5215398   80.47497795959   8.16775388335   0.4435  
  5214946   80.45615814386   8.15584174945   1.5858  
  5214953   80.45640040835   8.15497988647   0.4394  
  5214558   80.43995021895   8.13512435648   0.9181  
  5220539   80.52248011597   8.14886643703   0.2704  
  5221436   80.55982964902   8.17890592015   0.4733  
  5222128   80.58875898956   8.15657526292   0.4047  
  5222130   80.58880009344   8.14240593142   0.8036  
  5222521   80.60505162198   8.18274897373   0.1735  
  5212082   80.33679636391   8.24507928369   0.6503  
  5212705   80.36274266748   8.22058394026   0.1789  
  5215443   80.47683680971   8.24272182097   0.6074  
  5214868   80.4528412526    8.24530442866   1.6218  
  5214825   80.45106951186   7.61370499642   0.1407  
  5222775   80.61562265629   8.20036698271   1.3176  
  5222467   80.60277483988   8.22141955647   1.0392  
  5212281   80.34509435912   8.25748296881   0.4031  
  5212202   80.34179582229   8.26268516872   0.5117  
  5212618   80.35911830799   8.13807791065   2.1049  
  5213796   80.40819616937   8.27593793702   0.2297  
  5232004   80.83357950023   8.00898651767   0.7647  
  5223268   80.63639678435   7.75740215912   0.4519  
  5223820   80.65919241608   8.07504701558   1.1833  
  5224434   80.68475047341   8.10053590986   0.6026  
  5223336   80.63901969846   8.08265465992   0.5953  
  5225107   80.7128378592    8.10076581335   0.5445  
  5231347   80.80618340567   8.0927147323    1.1376  
  5232549   80.8562280613    8.08305162713   0.67    
  5222923   80.62183249376   8.18438683798   1.2463  
  5225674   80.73643781018   8.15937590828   0.5395  
  5231142   80.79759576035   8.16311774752   0.5519  
  5232192   80.8413356321    8.18020503167   0.0916  
  5223171   80.63215296394   8.20629179731   0.5018  
  5224202   80.67511606003   8.2117321492    0.0951  
  5223950   80.66455360194   8.09221177298   0.3403  
  5223509   80.64621850458   8.23679303949   0.2992  
  5225632   80.73470313465   8.24491234831   0.6936  
  5231367   80.80695231194   8.22146791352   0.1458  
  5231475   80.81149315069   7.89596591724   0.2603  
  5230407   80.76702326047   8.20050075859   0.3309  
  5232858   80.86916018992   8.23407640843   0.5504  
  5224657   80.69408714762   8.26414984809   0.662   
  5232155   80.83983713651   8.26693573482   0.3308  
  5233340   80.88922284437   8.27044142747   0.4216  
